Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","1994","1994","hg/An","279","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","1995","1995","hg/An","281","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","1996","1996","hg/An","286","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","1997","1997","hg/An","297","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","1998","1998","hg/An","302","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","1999","1999","hg/An","302","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2000","2000","hg/An","302","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2001","2001","hg/An","309","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2002","2002","hg/An","304","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2003","2003","hg/An","303","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2004","2004","hg/An","313","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2005","2005","hg/An","308","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2006","2006","hg/An","303","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2007","2007","hg/An","327","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2008","2008","hg/An","309","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2009","2009","hg/An","308","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2010","2010","hg/An","299","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2011","2011","hg/An","308","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2012","2012","hg/An","321","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5417","Yield/Carcass Weight","1012","Meat indigenous, sheep","2013","2013","hg/An","282","Fc","Calculated data"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1980","1980","tonnes","146825","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1981","1981","tonnes","158350","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1982","1982","tonnes","172200","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1983","1983","tonnes","175800","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1984","1984","tonnes","179800","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1985","1985","tonnes","170600","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1986","1986","tonnes","155900","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1987","1987","tonnes","143500","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1988","1988","tonnes","155900","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1989","1989","tonnes","162740","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1990","1990","tonnes","177450","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1991","1991","tonnes","186788","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1992","1992","tonnes","180919","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1993","1993","tonnes","176653","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1994","1994","tonnes","161078","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1995","1995","tonnes","136986","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1996","1996","tonnes","129302","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1997","1997","tonnes","158298","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1998","1998","tonnes","135120","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","1999","1999","tonnes","125570","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2000","2000","tonnes","116410","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2001","2001","tonnes","111040","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2002","2002","tonnes","109800","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2003","2003","tonnes","95500","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2004","2004","tonnes","93600","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2005","2005","tonnes","87200","*","Unofficial figure"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2006","2006","tonnes","87500","F","FAO estimate"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2007","2007","tonnes","86500","F","FAO estimate"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2008","2008","tonnes","87000","F","FAO estimate"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2009","2009","tonnes","85270","F","FAO estimate"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2010","2010","tonnes","80837","F","FAO estimate"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2011","2011","tonnes","71664","F","FAO estimate"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2012","2012","tonnes","75264","F","FAO estimate"
"QL","Livestock Primary","231","United States of America","5510","Production","1012","Meat indigenous, sheep","2013","2013","tonnes","69971","F","FAO estimate"
